Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M03	59.566
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M02	45.337
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en España	2025M01	48.732
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	45.691
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	33.010
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	34.953
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	25.763
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	21.636
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	14.350
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	14.992
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total		2025M07	182.168
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total		2025M06	163.820
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total		2025M05	171.543
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total		2025M04	151.514
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total		2025M03	122.381
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total		2025M02	101.349
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total		2025M01	86.738
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en España	2025M07	82.448
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en España	2025M06	80.795
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en España	2025M05	79.429
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en España	2025M04	76.183
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en España	2025M03	76.017
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en España	2025M02	69.113
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en España	2025M01	59.843
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en el Extranjero	2025M07	99.720
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en el Extranjero	2025M06	83.026
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en el Extranjero	2025M05	92.114
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en el Extranjero	2025M04	75.331
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en el Extranjero	2025M03	46.363
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en el Extranjero	2025M02	32.236
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total	Residentes en el Extranjero	2025M01	26.895
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total		2025M07	365.818
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total		2025M06	321.798
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total		2025M05	326.882
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total		2025M04	285.825
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total		2025M03	228.811
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total		2025M02	188.405
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total		2025M01	161.813
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en España	2025M07	165.863
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en España	2025M06	151.563
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en España	2025M05	145.513
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en España	2025M04	135.035
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en España	2025M03	134.182
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en España	2025M02	123.741
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en España	2025M01	105.485
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	199.954
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	170.236
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	181.368
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	150.790
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	94.628
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	64.665
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	56.328
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total		2025M07	164.930
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total		2025M06	154.379
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total		2025M05	155.535
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total		2025M04	146.459
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total		2025M03	116.750
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total		2025M02	100.707
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total		2025M01	91.808
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en España	2025M07	62.064
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en España	2025M06	64.936
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en España	2025M05	63.539
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en España	2025M04	64.874
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en España	2025M03	67.331
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en España	2025M02	60.004
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en España	2025M01	52.305
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en el Extranjero	2025M07	102.865
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en el Extranjero	2025M06	89.443
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en el Extranjero	2025M05	91.996
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en el Extranjero	2025M04	81.584
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en el Extranjero	2025M03	49.419
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en el Extranjero	2025M02	40.703
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total	Residentes en el Extranjero	2025M01	39.503
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total		2025M07	362.629
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total		2025M06	318.078
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total		2025M05	312.348
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total		2025M04	285.046
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total		2025M03	224.102
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total		2025M02	176.246
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total		2025M01	163.979
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en España	2025M07	138.316
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en España	2025M06	126.660
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en España	2025M05	129.450
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en España	2025M04	130.658
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en España	2025M03	132.571
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en España	2025M02	103.529
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en España	2025M01	94.637
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	224.313
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	191.418
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	182.898
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	154.388
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	91.531
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	72.717
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	69.342
Total Nacional	17 Rioja, La		Viajero	Total		2025M07	65.018
Total Nacional	17 Rioja, La		Viajero	Total		2025M06	59.385
Total Nacional	17 Rioja, La		Viajero	Total		2025M05	69.250
Total Nacional	17 Rioja, La		Viajero	Total		2025M04	52.684
Total Nacional	17 Rioja, La		Viajero	Total		2025M03	42.151
Total Nacional	17 Rioja, La		Viajero	Total		2025M02	34.531
Total Nacional	17 Rioja, La		Viajero	Total		2025M01	29.651
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en España	2025M07	49.276
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en España	2025M06	41.220
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en España	2025M05	46.945
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en España	2025M04	39.415
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en España	2025M03	36.481
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en España	2025M02	30.611
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en España	2025M01	25.848
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en el Extranjero	2025M07	15.742
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en el Extranjero	2025M06	18.164
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en el Extranjero	2025M05	22.305
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en el Extranjero	2025M04	13.269
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en el Extranjero	2025M03	5.669
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en el Extranjero	2025M02	3.919
Total Nacional	17 Rioja, La		Viajero	Total	Residentes en el Extranjero	2025M01	3.803
Total Nacional	17 Rioja, La		Pernoctaciones	Total		2025M07	108.197
Total Nacional	17 Rioja, La		Pernoctaciones	Total		2025M06	106.146
Total Nacional	17 Rioja, La		Pernoctaciones	Total		2025M05	118.051
Total Nacional	17 Rioja, La		Pernoctaciones	Total		2025M04	91.927
Total Nacional	17 Rioja, La		Pernoctaciones	Total		2025M03	72.279
Total Nacional	17 Rioja, La		Pernoctaciones	Total		2025M02	58.691
Total Nacional	17 Rioja, La		Pernoctaciones	Total		2025M01	49.895
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en España	2025M07	83.214
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en España	2025M06	72.382
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en España	2025M05	83.390
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en España	2025M04	69.659
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en España	2025M03	61.850
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en España	2025M02	51.263
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en España	2025M01	42.980
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en el Extranjero	2025M07	24.983
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en el Extranjero	2025M06	33.764
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en el Extranjero	2025M05	34.661
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en el Extranjero	2025M04	22.268
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en el Extranjero	2025M03	10.429
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en el Extranjero	2025M02	7.428
Total Nacional	17 Rioja, La		Pernoctaciones	Total	Residentes en el Extranjero	2025M01	6.916
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total		2025M07	65.018
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total		2025M06	59.385
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total		2025M05	69.250
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total		2025M04	52.684
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total		2025M03	42.151
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total		2025M02	34.531
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total		2025M01	29.651
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en España	2025M07	49.276
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en España	2025M06	41.220
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en España	2025M05	46.945
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en España	2025M04	39.415
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en España	2025M03	36.481
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en España	2025M02	30.611
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en España	2025M01	25.848
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en el Extranjero	2025M07	15.742
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en el Extranjero	2025M06	18.164
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en el Extranjero	2025M05	22.305
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en el Extranjero	2025M04	13.269
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en el Extranjero	2025M03	5.669
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en el Extranjero	2025M02	3.919
Total Nacional	17 Rioja, La	26 Rioja, La	Viajero	Total	Residentes en el Extranjero	2025M01	3.803
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total		2025M07	108.197
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total		2025M06	106.146
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total		2025M05	118.051
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total		2025M04	91.927
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total		2025M03	72.279
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total		2025M02	58.691
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total		2025M01	49.895
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en España	2025M07	83.214
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en España	2025M06	72.382
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en España	2025M05	83.390
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en España	2025M04	69.659
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en España	2025M03	61.850
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en España	2025M02	51.263
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en España	2025M01	42.980
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en el Extranjero	2025M07	24.983
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en el Extranjero	2025M06	33.764
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en el Extranjero	2025M05	34.661
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en el Extranjero	2025M04	22.268
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en el Extranjero	2025M03	10.429
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en el Extranjero	2025M02	7.428
Total Nacional	17 Rioja, La	26 Rioja, La	Pernoctaciones	Total	Residentes en el Extranjero	2025M01	6.916
Total Nacional	18 Ceuta		Viajero	Total		2025M07	6.720
Total Nacional	18 Ceuta		Viajero	Total		2025M06	6.986
Total Nacional	18 Ceuta		Viajero	Total		2025M05	6.527
Total Nacional	18 Ceuta		Viajero	Total		2025M04	6.665
Total Nacional	18 Ceuta		Viajero	Total		2025M03	4.773
Total Nacional	18 Ceuta		Viajero	Total		2025M02	5.242
Total Nacional	18 Ceuta		Viajero	Total		2025M01	5.044
Total Nacional	18 Ceuta		Viajero	Total	Residentes en España	2025M07	4.357
Total Nacional	18 Ceuta		Viajero	Total	Residentes en España	2025M06	4.885
Total Nacional	18 Ceuta		Viajero	Total	Residentes en España	2025M05	3.886
Total Nacional	18 Ceuta		Viajero	Total	Residentes en España	2025M04	4.802
Total Nacional	18 Ceuta		Viajero	Total	Residentes en España	2025M03	2.737
Total Nacional	18 Ceuta		Viajero	Total	Residentes en España	2025M02	2.593
Total Nacional	18 Ceuta		Viajero	Total	Residentes en España	2025M01	2.675
Total Nacional	18 Ceuta		Viajero	Total	Residentes en el Extranjero	2025M07	2.363
Total Nacional	18 Ceuta		Viajero	Total	Residentes en el Extranjero	2025M06	2.101
Total Nacional	18 Ceuta		Viajero	Total	Residentes en el Extranjero	2025M05	2.642
Total Nacional	18 Ceuta		Viajero	Total	Residentes en el Extranjero	2025M04	1.863
Total Nacional	18 Ceuta		Viajero	Total	Residentes en el Extranjero	2025M03	2.035
Total Nacional	18 Ceuta		Viajero	Total	Residentes en el Extranjero	2025M02	2.649
Total Nacional	18 Ceuta		Viajero	Total	Residentes en el Extranjero	2025M01	2.369
Total Nacional	18 Ceuta		Pernoctaciones	Total		2025M07	14.411
Total Nacional	18 Ceuta		Pernoctaciones	Total		2025M06	13.385
Total Nacional	18 Ceuta		Pernoctaciones	Total		2025M05	11.843
Total Nacional	18 Ceuta		Pernoctaciones	Total		2025M04	11.555
Total Nacional	18 Ceuta		Pernoctaciones	Total		2025M03	9.373
